Timestamp;matlab_p;matlab_x;matlab_y;matlab_z
20412;1.873583E+001;5.566272E+006;2.650384E+006;1.160084E+007
20439;2.002116E+001;7.896000E+006;4.410000E+006;1.413760E+007
20465;2.253397E+001;4.937917E+006;1.413721E+006;1.738890E+007
20492;2.426670E+001;7.377500E+006;2.640625E+006;2.076625E+007
20519;2.416390E+001;-3.053739E+007;5.613006E+007;1.600800E+007
20546;3.460985E-001;-4.968018E+006;4.268356E+006;4.652649E+006
20574;4.111497E-001;-3.534804E+006;6.544810E+005;2.337841E+006
20601;6.066013E+000;2.572286E+006;2.292196E+006;3.013696E+006
20629;1.243212E+001;1.171200E+006;3.600000E+005;3.869089E+006
20656;9.748370E+000;-1.075370E+005;5.929000E+003;4.145296E+006
20683;6.304044E+000;-3.009000E+004;2.250000E+002;3.976036E+006
20710;5.801920E+000;2.780360E+005;2.016400E+004;3.833764E+006
20738;5.977676E+000;4.858490E+005;3.648100E+004;3.841600E+006
20765;6.638929E+000;4.898000E+005;6.150400E+004;3.869089E+006
20793;7.260016E+000;2.861280E+005;2.073600E+004;3.916441E+006
20820;7.183981E+000;1.671600E+005;3.920400E+004;3.992004E+006
20847;6.694563E+000;1.435910E+005;5.329000E+003;3.869089E+006
20874;6.752342E+000;-3.942000E+005;1.764000E+003;3.794704E+006
20902;6.608563E+000;3.057600E+005;4.000000E+000;3.841600E+006
20929;6.620740E+000;5.662860E+005;8.468100E+004;3.818116E+006
20957;6.714053E+000;2.418750E+005;1.562500E+004;3.779136E+006
20984;6.577777E+000;5.694780E+005;1.310440E+005;3.655744E+006
21012;6.629945E+000;6.543900E+005;2.160900E+004;3.900625E+006
21038;7.016187E+000;6.940500E+004;1.225000E+003;3.984016E+006
21066;6.736170E+000;5.283930E+005;4.489000E+003;3.892729E+006
21093;6.637739E+000;3.133890E+005;3.610000E+004;3.892729E+006
21121;6.598001E+000;2.222710E+005;1.276900E+004;3.825936E+006
21149;6.867280E+000;1.233540E+005;6.561000E+003;3.869089E+006
21176;6.599627E+000;4.528640E+005;5.382400E+004;3.810304E+006
21204;6.534107E+000;1.611120E+005;7.056000E+003;3.779136E+006
21232;6.580965E+000;3.142240E+005;2.689600E+004;3.728761E+006
21259;6.594661E+000;2.438100E+005;9.610000E+004;3.655744E+006
21287;6.600430E+000;9.028250E+005;2.199610E+005;3.744225E+006
21314;7.224625E+000;7.297440E+005;3.240000E+004;3.984016E+006
21342;8.254999E+000;3.383000E+004;2.528100E+004;3.948169E+006
